"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"Ghana",3.22e+10,2527350000,-3130418860,7.899711912,5.222157939,-22.02674727,6.947396421,7.600435435,9.965963492,24.6792066,6.167930198,69.54204635,2.512829739,50.4985478,49.5014522,10.35289234,10.95421384,9.372551906,9.432914983,7.974053066,8.512850483,3.510290263,492045,3.975076931,56.13726469,57.67138669,53.25500107,55.76499939,54.51800156,49.92831779,11278251,93.82461482
"Guinea",6.99e+09,101350000,-220070000,4.820715414,2.51296746,11.93245365,1.412596054,,4.126684143,3.762747216,5.847536318,81.42730887,2.226211614,49.97373584,50.02626416,10.5594973,10.76074603,8.913467722,9.049999417,7.489773465,7.416689577,3.122435537,181882,3.371773626,53.37735371,53.41759091,51.07099915,40.93099976,45.95500183,48.74218542,3949509,94.2893959
"GuineaBissau",8.51e+08,26240200,9.05e+08,4.61097091,2.026961324,3.893464456,6.790110643,1.881152888,-2.880711749,-24.19334707,5.113206354,77.16507298,2.501132548,50.98044887,49.01955113,11.04831257,11.20823937,9.762868623,9.661194734,8.039413647,8.250870852,2.805164923,24661,3.109095058,54.28200556,55.41781341,49.70700073,53.16500092,51.40499878,47.06889342,638479,82.94063879
"Haiti",6.62e+09,1.78e+08,1500364100,-5.497792337,-6.884637,-6.523484413,-4.995617879,-15.1627907,-7.957775071,5.128205128,7.471144815,60.14626185,1.478400896,50.5662922,49.4337078,10.64270431,11.06612205,10.03668398,10.19026832,9.07982862,9.113958047,4.457260713,246685,4.878638708,59.04751135,60.25813464,31.69799995,40.02399826,35.87099838,47.29167288,4223862,84.9366281
"Honduras",1.58e+10,6.07e+08,-8.96e+08,3.731140344,1.708904258,12.00787748,2.972994276,4.523185787,4.497934308,15.68472922,6.815751834,61.71282734,1.968750939,50.17641714,49.82358286,10.9807561,11.3806885,9.771883591,10.01617954,8.72904142,8.661701503,4.044270632,180772,4.396368737,58.87937449,59.79155844,31.30400085,72.59999847,52.19499969,35.14735693,3341173,52.45820352
"India",1.66e+12,2.74e+10,-5.64e+10,10.25996306,8.763184414,14.07918387,7.551000579,8.860062839,9.946888946,0,7.989808854,48.27253584,1.366797957,48.13306616,51.86693384,9.575246828,9.810981089,9.241769725,9.322445914,8.607618568,8.564172978,5.113073703,33032110,5.57495736,63.92544407,64.06983575,19.3579998,54.54999924,37.75699997,25.03823691,470610752,35.45751595
"Indonesia",7.55e+11,1.53e+10,3.87e+09,6.223854181,4.82944014,-6.063092978,4.919249327,4.741673646,8.414451956,15.26632241,7.327754809,43.76927308,1.321404942,49.58095591,50.41904409,9.033819882,9.248245135,8.847198776,8.94228826,8.715218616,8.906378401,4.849701487,6503553,5.408549978,66.20849887,66.15634023,40.95299911,60.55099869,50.91799927,38.14527978,116988944,61.78573393
"Kenya",4e+10,1.78e+08,-1.95e+09,8.405699224,5.487937129,11.37193701,8.681246228,4.503520839,7.301837674,8.744369605,4.539380894,79.64078986,2.728405712,50.29308353,49.70691647,10.54682934,10.74511547,9.925655414,10.04213899,8.714779413,8.662943339,2.464641484,558079,2.683553478,53.92349126,54.66151645,35.79000092,42.82300186,39.31299973,47.42104546,15473809,87.30755603
"Kiribati",1.53e+08,-6602470.868,2173391.231,-1.607639217,-3.605161719,,13.22463768,10.16400666,5.631959768,,5.87770376,59.69804991,2.051051135,50.77353233,49.22646767,10.25768943,11.01941459,9.810618416,10.3089315,7.981555147,8.344685995,3.549857772,2244,4.305696798,59.68057947,61.08755301,,,,,,
"KoreaDemPeoplesRep",,14167000,,,,,,,,,12.7648519,33.25230373,0.524225015,51.13587955,48.86412045,7.866071874,8.571509888,7.387945718,8.023229116,7.760972419,7.164194605,8.742022021,1401651,11.14621213,69.95045384,67.08487298,76.32900238,74.08499908,75.18499756,47.9864636,15354155,85.84248768
"Kosovo",5.83e+09,4.9e+08,-3.9e+08,3.309574839,2.48306566,10.85577856,4.356175597,1.771195822,2.762043481,12.5748503,,,0.803248961,,,,,,,,,,,,,,,,,,,
"KyrgyzRepublic",4.79e+09,472768300,-3.94e+08,-0.471566848,-1.651753118,-5.160348225,2.525834599,11.32882914,0.520070151,-11.70056738,6.897443548,45.59006865,1.192864429,50.58030275,49.41969725,10.81765469,11.33427,11.13322689,11.44312527,8.69677819,8.240062393,4.523289497,148519,5.389776336,65.50366552,65.65280057,35.65800095,58.55199814,47.18299866,41.71994172,2447362,68.07052853
"LaoPDR",7.13e+09,2.79e+08,-3.73e+08,8.526905517,6.889552029,-12.83774046,19.37511254,3.706640242,4.873658731,15.707,6.14782422,60.45880161,1.520204203,50.25215829,49.74784171,12.02476801,12.43987312,10.30087725,10.57467255,8.320463463,8.318614745,3.690023845,129065,4.111806474,59.61648807,60.42254454,67.43599701,60.34999847,63.85699844,50.10804198,3106200,96.87818461
"Lesotho",2.39e+09,9507301.296,40900000,6.072038616,4.962637554,11.10015857,6.865236729,3.973003389,6.422894806,0.495301684,7.546377131,63.90919006,1.051401886,51.56200151,48.43799849,11.2958121,12.22111606,10.41723099,11.25177559,9.500669767,8.878478469,4.401360221,53172,5.053647243,57.57574838,59.02717386,42.13399887,56.86199951,49.55500031,47.22697596,865986,80.39948775
"Liberia",1292697100,4.52e+08,1.07e+09,6.099944692,2.429104953,14.62240109,-2.15497419,3.143813198,7.693509592,1.227365263,5.73277975,80.90176423,3.521062406,49.71330775,50.28669225,10.00326583,10.16502072,8.879637692,8.980365037,7.867534138,7.812766686,3.071660598,64902,3.306688731,53.25269079,53.91234437,31.20499992,32.72499847,31.97500038,47.67647194,1261702,90.35577672
"Madagascar",8.73e+09,8.1e+08,-8.03e+08,0.263110856,-2.498148653,-12.2719576,0.247930813,,1.136704826,3.138807416,5.282558119,81.13157561,2.792647324,50.18686494,49.81313506,10.75534521,10.78966563,8.872457749,8.928556006,7.586347952,7.502987421,2.833775537,320791,3.02195548,53.47076937,53.81598055,79.21499634,80.47499847,79.84400177,49.41001385,10638131,95.70776683
"Malawi",6.96e+09,9.7e+07,-6300818.354,6.874065635,3.685599645,2.136374462,8.307535274,11.36119343,6.656820598,19.93939976,5.69617055,90.8216875,3.028794456,50.55873583,49.44126417,11.24563332,11.44311813,9.613757536,9.742593619,7.68007805,7.503926559,2.898551107,246945,3.220339027,50.4837038,51.27934617,62.17599869,64.23899841,63.20399857,48.43213434,6308640,89.40494381
"Mali",1.07e+10,3.72e+08,-9e+08,5.413452222,2.13752128,19.37833381,1.444129525,,11.86200194,-0.248935258,5.513826672,95.35178933,3.15701051,50.04402298,49.95597702,10.33879507,10.59503613,8.624068603,8.857887446,7.485236832,7.358032559,2.745032615,228405,3.027566824,49.30009731,50.26816046,46.84199905,68.51999664,57.81000137,38.99344549,5143785,61.96817265
"Mauritania",4.34e+09,1.31e+08,,4.773697175,1.776528807,25.16202182,1.581634025,-1.145706145,6.213884234,3.241763423,5.576836233,73.94061348,2.902324351,49.78753537,50.21246463,10.37698472,10.6078546,9.101987533,9.322956898,8.079991614,7.888366937,3.106570555,64430,3.585216643,55.72493434,55.68470794,23.74200058,45.77500153,34.93099976,30.63081238,1055829,43.84675426
"MicronesiaFedSts",296525300,8e+05,28915300,2.041890243,2.380664276,,17.94012693,5.311623305,1.582931865,,6.487181993,62.27401544,-0.331445172,48.94662176,51.05337824,12.4886628,12.86365097,10.3000907,11.50828907,8.963913726,8.614298671,3.844000926,2242,4.420521314,59.39963328,59.10130526,,,,,,
"Moldova",5.81e+09,286120000,-402190000,7.100000092,7.207008539,18.09999991,5.822289192,10.74561404,5.506285344,13.70000013,13.83622977,22.52074231,-0.099864634,51.92224733,48.07775267,7.706486216,8.60713611,9.548373955,10.6642916,9.400421952,8.416373572,10.14706642,225925,12.21548512,74.48464174,72.27398304,19.90600014,24.07600021,22.02599907,48.66168828,1248999,85.59450461
"Mongolia",7.19e+09,1.69e+09,-7.96e+08,6.365161685,4.62573163,,4.29383462,6.10228522,6.648835735,,5.50675852,38.93110708,1.648857385,50.38449487,49.61550513,9.966014392,10.32353935,11.43189526,11.74214928,9.876401948,9.329104338,3.812544928,59199,4.331354193,69.27590934,69.19250341,28.28000069,38.34999847,33.35400009,45.659266,1169399,81.65793031
"Morocco",9.32e+10,1.24e+09,-4.08e+09,3.815717917,2.471154038,-1.740274077,10.24038273,8.418717026,2.929061302,17.85123022,9.393680623,43.59707893,1.303574435,50.71585035,49.28414965,9.546808407,10.12205489,9.283539769,9.372399879,8.544543247,9.031398586,6.140031365,1103819,6.715525257,64.82647954,65.88522003,19.09700012,53.5379982,36.36899948,26.4396422,11552940,33.85667608
"Mozambique",1.02e+10,1.26e+09,-1.27e+09,6.687221632,3.615662385,12.98838359,4.165833889,3.128069901,9.302121144,1.530022495,6.10438125,89.42281814,2.921289164,51.44214997,48.55785003,10.24737376,10.7829055,8.564702827,8.859026405,7.428090582,7.419631699,3.122011295,440205,3.532942023,50.08122337,52.14677963,75.34600067,66.14499664,70.77899933,54.48187375,10749243,107.0740942
"Myanmar",4.95e+10,9.01e+08,-5.58e+08,9.634439452,8.858004101,,36.68064192,35.80458269,8.761543003,,7.526932815,46.03513528,0.710723544,51.19621231,48.80378769,8.956453987,9.34752492,8.549123471,8.824593634,8.606503716,8.322380018,4.901557336,1404679,5.470377097,64.801503,65.42409453,57.95899963,71.24500275,64.56700134,41.16152982,23662845,65.00619855
"Nepal",1.6e+10,87700000,-1.18e+08,4.81641465,3.722470868,34.43821322,3.999589902,2.961770418,6.133683762,-10.43884289,8.43567854,63.74101362,1.049160509,51.22120722,48.77879278,10.96588922,10.55349291,9.296216753,8.361901019,6.955185881,8.052240001,4.89943118,692027,4.999625404,56.38400159,59.69491049,74.7440033,76.46900177,75.55599976,50.38145415,14152815,91.43910134
"Nicaragua",8.76e+09,489900000,-353600000,4.410099117,3.115518798,10.71669871,6.505118945,8.898381121,5.520207287,16.31514166,7.578103381,52.48174482,1.247650411,50.73212892,49.26787108,10.40198676,11.1961645,10.01581316,10.55371841,9.333668689,9.212547327,4.734543651,150989,5.187080001,61.63364761,63.29529999,31.85899925,67.83799744,50.15299988,37.77657063,2483362,56.73759841
"Niger",5.72e+09,7.96e+08,-9.25e+08,8.369239798,4.333724515,20.06413018,5.91539867,3.26511387,1.253322535,19.72935539,5.191625585,105.0375014,3.794963183,50.0193844,49.9806156,10.0118367,9.708454985,8.07596177,6.919405521,5.728556799,6.83652275,2.469508227,222989,2.714090537,46.788342,48.34537593,58.70899963,83.38600159,70.52400208,43.65922645,6505681,74.32896575
"Nigeria",3.69e+11,6.03e+09,-2.03e+09,7.839739477,4.999833324,18.33527755,6.594443495,7.679759921,12.39770585,53.5236436,5.14252789,82.71414189,2.668746857,49.42295085,50.57704915,10.18881057,10.25862684,8.868505017,8.916779475,7.782643164,7.719413012,2.737474212,2284597,2.914991447,53.02544241,53.44352796,24.94000053,30.16799927,27.59199905,44.55082732,48780928,81.10010444
"Pakistan",1.77e+11,2.022e+09,-1.978e+09,1.606691959,-0.484655809,-6.533812845,3.424133773,1.371676021,3.20626039,15.70766001,7.436183318,60.91505036,2.079755347,48.58895257,51.41104743,10.95877756,10.91401766,10.10257163,10.00223135,8.268681432,8.38214634,4.41706494,3624188,4.373161744,59.03279439,59.78776014,19.17000008,63.76900101,42.02199936,20.5933444,56125279,27.1539379
"PapuaNewGuinea",1.43e+10,28700000,-6.87e+08,10.12468634,7.63360964,,12.00549007,7.52688172,12.43310236,,5.866258634,65.6058893,2.288027985,49.14358644,50.85641356,9.938572927,10.16071923,8.868794887,9.023706777,8.30011065,8.180781897,3.421114569,137980,3.949905647,58.27087137,58.36779982,58.57500076,56.30699921,57.4109993,48.64323021,3143422,96.2310428
"Philippines",2e+11,1.07e+09,3.75e+09,7.63226478,5.903121687,31.6142487,11.57533119,11.1635408,7.161139815,20.97070179,6.677564713,54.71410484,1.619573147,49.52359052,50.47640948,10.36010959,10.52174525,9.017185959,9.121860758,8.012068189,7.984083431,4.137490325,2230869,4.80616851,61.95492937,61.96732876,33.37200165,51.82899857,42.7519989,38.98984911,38629516,63.83244575
"Rwanda",5.77e+09,2.51e+08,-2.07e+08,7.334638773,4.512742784,7.219999719,8.399587369,9.313637182,9.195402299,7.870113257,4.789932627,75.14738774,2.66424148,51.03846192,48.96153808,10.11545695,10.09874609,10.51753518,10.97717784,8.737716038,9.447538236,2.662000644,156990,3.001819563,55.13037748,56.00138284,78.96499634,78.95400238,78.95999908,51.27711639,5181830,98.28222151
"SaoTomeandPrincipe",1.97e+08,50600000,-55900000,6.67198532,4.253226006,,5.038574357,4.815907332,5.197095213,,6.957407651,84.5065948,2.293576315,50.24088802,49.75911198,10.37286746,10.64233476,9.738514452,9.956993699,7.369716204,7.206796802,3.633794114,3485,3.968977063,51.98702912,52.46907956,23.36499977,53.80599976,38.69400024,35.34439775,56156,53.03363409
"Senegal",1.29e+10,2.72e+08,-2.91e+08,4.179363063,1.232839625,-5.337434206,3.846731027,2.586058335,4.095589261,5.696586923,5.779026837,80.59236656,2.869085205,51.0399204,48.9600796,10.67880402,11.23299993,9.421392679,9.721059946,8.115094162,8.166378028,3.100812164,223988,3.397653036,52.56670203,54.70142814,30.09799957,52.72000122,41.4090004,40.00782731,4062700,60.95255821
"SierraLeone",2.58e+09,2.38e+08,-4.56e+08,5.346466053,2.924974434,231.4182784,12.32545087,9.094015843,6.683758546,19.1046191,4.527871689,81.9741017,2.325427561,50.61252858,49.38747142,10.66700602,10.65509477,9.14852332,9.206225598,7.942383812,7.8802455,2.427787549,80921,2.475465146,53.33917696,53.89154403,39.87799835,30.21699905,35.10100174,50.33701178,2214611,97.76513835
"SolomonIslands",6.81e+08,1.66e+08,-1.16e+08,6.80904496,4.439085837,,,,,,5.919601565,72.89830767,2.243862278,49.1904069,50.8095931,10.1762157,10.48211775,8.880885893,8.478545406,7.556745509,8.354357246,3.310407548,8408,3.238517092,55.11222317,56.76148291,57.24200058,65.91100311,61.63600159,43.62901445,226370,77.93251529
"Somalia",,1.12e+08,,,,,,,,,5.298080785,95.88759582,2.906057834,50.07782561,49.92217439,10.54705802,10.53387478,8.489899596,8.362212877,6.605442533,6.777754657,2.63342842,167071,2.767911046,49.5057946,49.90417489,12.60000038,51.43700027,31.91600037,19.21039809,2903995,23.40380292
"SouthSudan",,,,,,,,,,,6.306457262,81.33116729,4.018453648,50.01338009,49.98661991,10.78192513,10.94235959,9.072234155,9.125617939,7.344923773,7.35193731,3.360976924,182156,3.617834952,53.04586357,53.5423525,65.25700378,61.82799911,63.5340004,48.6652944,4176052,93.07367248
"SriLanka",5.67e+10,477559000,-1791819000,8.015959407,7.356756982,20.38135587,8.444237795,18.90957393,8.025530838,8.760094652,10.8765919,37.81294891,0.612152267,51.3381928,48.6618072,7.861604924,8.294265668,7.835817693,7.879122021,7.992919239,8.096023781,7.31496771,837747,8.078973734,67.10746598,67.39332847,25.67099953,48.25999832,36.83200073,33.00336031,8242391,45.54495468
"Sudan",6.56e+10,2.06e+09,-1.65e+09,3.469335093,0.834792441,-0.783685233,7.806184135,17.20408004,5.082692068,5.129860999,6.098603827,80.06628118,2.161697761,50.11552825,49.88447175,10.49124844,10.79335088,8.647457921,8.688794051,7.327600505,7.58724718,3.275915233,604654,3.508758288,53.21792861,54.21143377,16.85300064,43.51699829,30.27300072,24.54308908,9303947,31.55688182
"Swaziland",4.44e+09,1.36e+08,-3.27e+08,3.793754968,1.880870277,0.020609706,9.192876026,10.98311218,2.970878474,-4.581810962,5.29183172,68.66943479,1.860161258,51.50580749,48.49419251,12.25776148,13.12409032,11.30091327,12.04010224,9.098265242,8.89232875,3.041959757,21853,3.527328605,56.59658946,58.31980166,32.66600037,47.17499924,39.94100189,40.30070516,383033,60.7601215
"SyrianArabRepublic",,1.47e+09,8.17e+08,,,,,,,,5.766304291,60.4455135,0.926984295,49.52489549,50.47510451,10.35399853,10.69858047,10.30195984,10.42604564,9.477932822,9.612497662,3.469250483,381666,3.666493973,59.85793012,60.47630434,9.029000282,49.81200027,29.84300041,15.34729775,5758877,18.18694061
"Tajikistan",5.64e+09,79411810,-4.1e+08,6.500000353,4.147312306,5.900313402,-2.407281965,-3.267767897,10.702867,6.637725815,5.65968477,58.76162511,2.233862708,49.60038599,50.39961401,11.25783749,11.43864137,10.95118428,10.89117086,8.484767285,8.471654431,3.442184455,132078,3.484654807,60.22380729,61.42454044,36.34600067,53.37900162,44.95399857,39.73204407,2901298,65.6627914
"Tanzania",3.14e+10,1813200000,-2.69e+09,6.358886081,3.054969517,22.5882449,9.085809908,8.949145501,7.765776958,6.782760751,5.958282646,87.58181885,3.16094056,50.65014237,49.34985763,10.6328861,10.58521448,9.103351903,8.862792303,7.529001291,7.712131961,3.078577825,762801,3.266953057,51.109776,52.21363618,67.32800293,66.61199951,66.97799683,50.57812461,20977917,97.04387067
"TimorLeste",4e+09,30300000,1.7e+09,-1.167360954,-2.732342526,2.791391434,-6.381239031,,21.81156081,15.31100478,5.996291171,88.85612835,1.596137105,49.22160297,50.77839703,10.4554185,10.49746997,8.22529053,8.176156442,7.01949307,7.014832731,3.077350123,18437,3.375769239,51.36547332,51.27426729,10.4289999,17.79500008,14.16800022,31.55464669,250372,47.12889395
"Togo",3.17e+09,1.25e+08,1.2e+09,3.99567877,1.237366134,22.4405985,5.169470402,4.51180238,4.929343638,6.73783451,4.955931828,77.65037332,2.688142871,50.22123819,49.77876181,10.30561628,10.44961425,9.331171575,9.460792824,8.189062632,8.108492097,2.713998197,95286,2.917638846,54.70129617,54.82350744,65.28800201,64.73600006,65.01200104,49.41812555,2939122,95.94773243
