"countryName","2016.GDP(currentUS$)","2016.Foreigndirectinvestmentnetinflows(BoPcurrentUS$)","2016.Netfinancialaccount(BoPcurrentUS$)","2016.GDPgrowth(annual%)","2016.GDPpercapitagrowth(annual%)","2016.Grosscapitalformation(annual%growth)","2016.Industry(includingconstruction)valueadded(annual%growth)","2016.Manufacturingvalueadded(annual%growth)","2016.Servicesvalueadded(annual%growth)","2016.Exportsofgoodsandservices(annual%growth)","2016.Agedependencyratioold(%ofworking-agepopulation)","2016.Agedependencyratioyoung(%ofworking-agepopulation)","2016.Populationgrowth(annual%)","2016.Populationfemale(%oftotal)","2016.Populationmale(%oftotal)","2016.Populationages15-19female(%offemalepopulation)","2016.Populationages15-19male(%ofmalepopulation)","2016.Populationages20-24female(%offemalepopulation)","2016.Populationages20-24male(%ofmalepopulation)","2016.Populationages25-29male(%ofmalepopulation)","2016.Populationages25-29female(%offemalepopulation)","2016.Populationages65andabove(%oftotal)","2016.Populationages65andabovefemale","2016.Populationages65andabovefemale(%oftotal)","2016.Populationages15-64male(%oftotal)","2016.Populationages15-64female(%oftotal)","2016.Laborforceparticipationrateforages15-24female(%)(modeledILOestimate)","2016.Laborforceparticipationrateforages15-24male(%)(modeledILOestimate)","2016.Laborforceparticipationrateforages15-24total(%)(modeledILOestimate)","2016.Laborforcefemale(%oftotallaborforce)","2016.Laborforcetotal","2016.Ratiooffemaletomalelaborforceparticipationrate(%)(modeledILOestimate)"
"Indonesia",9.32e+11,4.54e+09,-1.72e+10,5.033279592,3.845302036,4.985870012,3.825079553,4.256510046,5.602767588,-1.567825058,7.746712447,41.18286213,1.137493711,49.64400613,50.35599387,8.484435004,8.874471981,8.276680782,8.497834794,8.19401986,8.079323991,5.201594424,7510964,5.794237382,67.28373623,67.00591211,38.21900177,57.06900024,47.88000107,38.20584746,125383553,61.93962413
"Kenya",7.09e+10,3.93e+08,-4.01e+09,5.869192849,3.192383638,-9.814055525,5.709430826,2.688622518,7.063495707,-2.614858016,4.659838817,72.38549289,2.560925398,50.29969111,49.70030889,10.86127401,11.08310307,9.138026939,9.265274316,8.505582207,8.45485134,2.632003212,705682,2.894984853,56.14663848,56.81478644,32.30699921,36.34899902,34.33399963,48.53211448,18748056,91.30396363
"Kiribati",1.82e+08,2065230.151,64100000,1.140247258,-0.617406586,,,,,,6.186359817,56.72538772,1.75311586,50.69849984,49.30150016,9.885675857,10.56653959,9.023502837,9.552265272,8.896178739,8.5165451,3.797368766,2585,4.457434518,60.76247894,61.99886193,,,,,,
"KoreaDemPeoplesRep",,93023000,,,,,,,,,13.88467168,30.0357279,0.492776137,51.09250527,48.90749473,7.300873366,7.997892507,7.580749179,8.243557186,7.754009057,7.172963422,9.647466043,1579797,12.18841577,71.20416637,67.83526674,75.64399719,73.78299713,74.69300079,47.79032821,16155974,85.62013477
"Kosovo",6.72e+09,2.44e+08,-2.2e+08,4.068896143,3.243771099,7.577200381,1.641097471,2.788175997,0.525698397,7.471398552,,,0.796024104,,,,,,,,,,,,,,,,,,,
"KyrgyzRepublic",6.81e+09,619220700,-2.66e+08,4.335855901,2.23180525,8.088599451,7.066980926,5.846538255,3.736632374,-3.799998929,6.792987503,49.14372674,2.037224422,50.41109102,49.58890898,8.084095403,8.574703264,8.971599599,9.482542913,10.02168698,9.873625744,4.356238878,161393,5.266104707,64.05128353,64.20449701,30.2140007,52.7519989,41.7120018,40.13058729,2565487,64.05022443
"LaoPDR",1.58e+10,9.97e+08,-2.7e+09,7.023091874,5.528425711,7,12.001344,3.150511671,4.65163509,10.458,6.301558879,52.99583911,1.406426845,50.1375039,49.8624961,10.32114789,10.68182169,10.24182005,10.51703857,9.319935048,9.126065746,3.955845455,150578,4.443834533,62.50458473,63.04529773,63.90399933,57.86100006,60.84500122,49.81384961,3524301,96.49074305
"Lesotho",2.29e+09,78500000,-2.53e+08,2.397154488,1.041536505,0.513876298,4.358183313,21.65134594,1.254406932,7.76478626,7.460873564,59.22704678,1.332723919,51.47613808,48.52386192,10.931875,11.68012149,10.31915194,11.0231994,10.01626174,9.37022894,4.475953356,58849,5.187475098,59.4586962,60.4953616,37.18999863,51.35100174,44.29600143,46.86044661,942650,79.95953869
"Liberia",2.101e+09,453180000,,-1.6,-4.035610729,-2.058823529,-13.91868081,-4.8,2.1,-0.917431193,5.541650399,76.77706316,2.50636265,49.5679076,50.4320924,10.57893867,10.75918087,8.66532166,8.768764639,7.619915336,7.566273047,3.039540095,75516,3.301999407,54.58173067,55.12086255,29.22200012,29.3579998,29.29100037,48.44794706,1488158,93.88276601
"Madagascar",1e+10,5.41e+08,3.63e+08,4.179990236,1.416050894,12.32403638,5.461712981,,4.819281163,9.994373469,5.154897755,73.96453681,2.688870712,50.13775509,49.86224491,11.12770714,11.16761022,9.382557396,9.377580465,7.724906948,7.709706275,2.877910913,388641,3.113720114,55.60985446,56.04630509,73.15499878,77.72399902,75.43499756,48.8104165,12618366,93.37079991
"Malawi",5.43e+09,3.26e+08,-6.95e+08,2.484040626,-0.450112622,-1.611529788,2.399971294,2.639279215,5.294512272,40.10001466,5.690314408,83.96350787,2.904818605,50.47088203,49.52911797,11.13822394,11.37247506,9.630444925,9.75677968,8.314465549,8.239860344,3.000368956,312824,3.42596304,52.39485079,53.05421762,61.33200073,64.61499786,62.97200012,48.13804826,7745958,88.64015453
"Mali",1.4e+10,1.26e+08,,5.799999995,2.701922163,18.24126904,0.299996395,,6.224417857,-8.945177407,5.087519764,96.37253307,2.971968633,49.97481222,50.02518778,10.49301754,10.73411872,8.543609754,8.649637023,7.04274074,6.99043744,2.525324347,254506,2.830081781,49.16859125,50.10724589,52.68999863,67.15799713,59.99300003,43.04218377,6683850,73.43216611
"Mauritania",4.74e+09,2.71e+08,-5.63e+08,1.999999062,-0.814463441,-6.965433783,-1.199998996,-0.974292152,7.43926679,2.089620229,5.491846444,70.63487253,2.798060125,49.61895103,50.38104897,10.18465673,10.31948867,8.997470623,9.153260418,8.098435553,7.928647003,3.118122268,76715,3.594686714,56.90022613,56.65229073,21.79500008,41.79499817,31.9470005,31.27176653,1272883,45.66426386
"MicronesiaFedSts",329895600,,,-0.063760472,-0.543742411,,5.838779506,40.50430207,,,7.387212544,54.24579887,0.481445263,48.76400854,51.23599146,12.14164273,12.24216498,11.27396377,11.47400725,9.989770297,8.864395849,4.570361264,2599,5.07904868,62.01432158,61.72050576,,,,,,
"Moldova",6.8e+09,90970000,-214560000,4.499999966,4.563371563,7.300000258,2.300000925,2.800000998,1.341473789,8.80000005,13.96185259,21.25203899,-0.060624297,51.98530203,48.01469797,5.319607657,5.993354227,7.218489386,8.105544352,10.91883939,9.735358226,10.32575066,229664,12.43783169,75.07712103,72.92205269,17.46800041,21.5359993,19.54000092,49.17919162,1281176,87.03082636
"Mongolia",1.12e+10,-4.16e+09,-8.3e+08,1.243202563,-0.446336717,15.7222475,-0.63372979,-1.253752959,1.479677527,13.7903128,5.912405833,43.90308356,1.682874029,50.50905134,49.49094866,7.18339896,7.48194438,8.39377703,8.791706796,10.32439045,10.01419781,3.946458312,69509,4.545719108,66.70911514,66.78758676,24.10000038,37,30.62599945,45.27297662,1268790,79.59192628
"Morocco",1.04e+11,2.32e+09,-3.69e+09,1.222443647,-0.151105653,11.64968473,1.244399646,0.785954419,2.708686027,5.131658155,9.952560195,41.85750948,1.351228522,50.49243847,49.50756153,8.038316397,8.605877691,8.437325768,8.913607349,8.444929996,8.347313988,6.555928876,1242308,6.974512232,65.3119038,66.42060378,17.17200089,50.72100067,34.29600143,26.08741065,12541812,33.68507667
"Mozambique",1.1e+10,3.13e+09,-3.67e+09,3.762943039,0.815975106,1.180982245,5.42399304,3.867676512,4.052936144,9.370700715,6.068132972,86.84918998,2.881207724,51.19488665,48.80511335,10.64167708,11.10431111,8.810820901,9.116230721,7.402061483,7.263502835,3.145457795,525640,3.561436025,50.95114829,52.67902121,74.50099945,65.75099945,70.14600372,54.96368744,12498017,111.0102078
"Myanmar",6.32e+10,3.28e+09,-3.85e+09,5.871982226,4.907949674,,8.932470064,9.32110395,8.029324803,,8.212203236,40.78428423,0.914735351,51.15825094,48.84174906,9.075003869,9.535764216,8.447651983,8.775704156,8.127889269,7.941962697,5.511675728,1661026,6.139407612,66.94973733,67.27408766,51.80799866,67.56600189,59.6780014,40.74029943,25085390,64.19632686
"Nepal",2.11e+10,1.06e+08,5.41e+08,0.412891877,-0.718252714,10.39121037,-6.336868463,-7.998712724,2.012930254,-13.65528086,8.998708664,50.54137432,1.132886385,51.47702918,48.52297082,10.82331343,11.95170238,9.777686473,9.593451097,7.588161017,8.722179809,5.640406157,881369,5.907508779,61.12602147,64.14676929,77.58200073,74.28199768,75.94400024,51.83205226,16689835,96.2575276
"Nicaragua",1.32e+10,898900000,-1023100000,4.658759192,3.503364017,3.914195218,3.037756085,2.823061835,5.184637244,4.481373122,8.042777849,45.22477511,1.110103051,50.702439,49.297561,9.298997744,10.20676075,9.259134542,9.946846144,9.4196285,9.052249978,5.247541109,181301,5.814351009,64.59603564,65.87665049,31.59799957,70.0530014,51.34799957,38.81407499,2882560,59.5883008
"Niger",7.61e+09,3.01e+08,-8.01e+08,4.925714486,0.98701599,-11.90402814,3.428956251,5.880823719,3.314279802,-7.199999994,5.399137047,106.3796016,3.826066467,49.87950939,50.12049061,10.48820739,10.439874,8.208042976,7.363079059,5.791853011,6.52479964,2.549423555,283743,2.75169249,46.50896081,47.93286306,59.12400055,83.81099701,71.19499969,43.4560931,8119897,74.44016939
"Nigeria",4.05e+11,4.45e+09,-2.93e+09,-1.61686895,-4.160106639,-4.793837374,-8.85037431,-4.317635569,-0.815421274,11.53155284,5.167135923,82.92480202,2.619033526,49.33763114,50.66236886,10.30210744,10.36822979,8.628747886,8.647184728,7.442327424,7.425639462,2.74713312,2680955,2.921611499,52.93963307,53.39740899,20.98600006,25.90999985,23.48600006,45.34845901,57352456,83.99145637
"Pakistan",2.79e+11,2.488e+09,-6.108e+09,5.526735845,3.438653296,7.272575135,5.693378653,3.685843738,5.545304007,-1.603304402,7.412192067,57.55897748,1.998562594,48.63196073,51.36803927,9.923451319,10.09135085,9.596272258,9.574186426,8.825941983,8.944632352,4.493022682,4228185,4.500049123,60.26452156,60.98867267,21.80999947,64.47799683,43.80699921,22.24802915,68396800,29.88375208
"PapuaNewGuinea",1.99e+10,-39800000,5.16e+09,1.9,-0.181686349,,,,,,6.208814915,60.45357782,2.064027023,49.12888607,50.87111393,10.28519912,10.54035497,8.930967177,9.116891478,7.994260047,7.870108938,3.725384481,171397,4.31505813,60.02198921,59.98040819,54.31900024,52.72000122,53.49599838,48.89362879,3605797,97.33925397
"Philippines",3.05e+11,8.28e+09,-8.63e+08,6.875714823,5.21665911,23.73548462,8.038924935,7.003499685,7.439978379,10.68100562,7.399256672,50.45955118,1.564497131,49.65155805,50.34844195,9.675006293,10.1424962,9.349710637,9.532743704,8.300020744,8.224948719,4.68726248,2768567,5.396806139,63.39044796,63.30442117,32.2519989,50.23699951,41.45800018,39.78784447,43753750,65.71542587
"Rwanda",8.48e+09,266300000,-9.76e+08,5.981314913,3.420557283,10.01843884,6.688568419,6.634652853,7.095187917,12.98245614,5.095217102,71.44821663,2.445904867,50.96926699,49.03073301,10.2942939,10.61186399,8.612264062,8.516109975,9.045336639,8.735126603,2.886098335,198972,3.275653955,56.27094406,57.00145269,76.57099915,75.16999817,75.87999725,51.51250243,6116453,99.61336818
"SaoTomeandPrincipe",3.54e+08,23300000,-66500000,4.179209268,1.908643439,,9.541087375,11.32519679,2.139176164,,5.451473346,80.14185714,2.203582284,50.20634389,49.79365611,10.66286728,10.91599526,8.612392519,8.816379016,8.219645979,8.08532685,2.937321795,3355,3.342732173,53.78031384,53.98387916,21.65099907,49.90999985,35.88800049,35.98777203,66078,54.76578622
"Senegal",1.47e+10,3.93e+08,,6.741818201,3.731612454,14.6610773,6.709829402,3.742199882,6.528293478,8.550925018,5.552724104,79.61233789,2.860609064,50.89331332,49.10668668,10.17354412,10.68527733,9.006562265,9.344153968,8.051510194,7.923509982,2.998796881,265008,3.37870392,53.07347268,54.90545588,30.96999931,51.63100052,41.34000015,41.23757069,5007116,64.68692919
"SierraLeone",3.56e+09,1.38e+08,-19700000,6.055474029,3.773174693,8.277688986,28.78512516,4.580478675,4.993544637,21.71824472,4.586575855,77.03451031,2.175479241,50.49303816,49.50696184,10.95661413,10.93326051,9.262249847,9.190291196,7.846898576,7.858308228,2.52535427,96047,2.571844532,54.70882463,55.40370652,33.52999878,23.78300095,28.7159996,50.1768924,2472407,97.40085448
"SolomonIslands",1.23e+09,37300000,-30800000,3.456606233,1.396342029,,,,,,6.067467397,68.38357057,2.011524549,49.16369994,50.83630006,10.51238548,10.99610798,8.861893451,9.19842744,7.265871636,7.508652867,3.478034563,10489,3.559212759,56.82219436,57.83847981,54.85900116,64.51799774,59.86999893,43.40340133,260604,77.7798503
"Somalia",6.75e+09,3.39e+08,,,,,,,,,5.343589402,91.7056531,2.904371827,50.1858606,49.8141394,10.97538607,11.11153173,8.950713412,8.89974641,7.069628762,7.287388148,2.711804082,200281,2.787252738,50.36681289,51.12792157,13.42500019,51.45999908,32.41199875,20.42999413,3527490,25.05387217
"SouthSudan",2.9e+09,-1.7e+07,-590140000,-13.83372274,-16.28958983,,,,,,6.333881022,76.62218342,2.891554145,49.90922864,50.09077136,10.86607835,11.0189282,9.39043747,9.459775104,7.874848587,7.877412883,3.461968337,227232,3.722513267,54.44896708,54.86767199,63.05199814,58.3219986,60.66899872,49.19718806,5140930,95.63330496
"SriLanka",8.18e+10,8.97e+08,-2.18e+09,4.468829688,3.30111226,27.10373781,5.801397173,4.533787848,4.177542698,-0.742187502,14.68740748,36.78734067,1.124060307,51.8882692,48.1117308,7.340554933,7.96472178,7.198208447,7.462129169,6.73102541,7.053832676,9.696275095,1164896,10.58816193,65.83006829,66.1915977,20.13999939,39.11600113,29.5510006,34.44914492,8630101,47.3216439
"Sudan",9.56e+10,1.06e+09,-3.43e+09,4.700000042,2.23710955,3.415226856,5.499999716,,3.807486085,4.1000006,6.328601484,74.39112816,2.380439887,50.03463215,49.96536785,10.81076618,11.10235458,9.154027244,9.36780209,7.485654368,7.465727623,3.501887423,741696,3.745349218,54.89494029,55.77301456,15.37300014,38.88199997,27.26600075,25.80937605,10847399,33.94255376
